"","TimeStep","PreyAbundance","PredAbundance"
"78",78,133.872040507892,7.50153425467329
"79",79,150.603991633341,8.13070323955258
"80",80,168.479626333381,8.94868444023771
"81",81,187.098841493391,10.0089212288924
"82",82,205.792034126826,11.3811327339722
"83",83,223.528976392276,13.1542225532651
"84",84,238.831272645056,15.4368613281694
"85",85,249.729474807547,18.3518234984128
"86",86,253.845457328862,22.0172235675117
"87",87,248.724826938567,26.5053345747429
"88",88,232.544444775763,31.7726026010575
"89",89,205.167911421477,37.5725147019485
"90",90,169.114750023257,43.4025633351025
"91",91,129.537563540064,48.5724488171318
"92",92,92.5255094986196,52.435783051221
"93",93,62.5141359706105,54.6656414414332
"94",94,40.8432097448286,55.349734711352
"95",95,26.4052434524306,54.8429087999207
"96",96,17.2048885579032,53.5489037184261
"97",97,11.4328370607497,51.7927614533782
"98",98,7.79802244667216,49.795261583332
"99",99,5.47458126035924,47.6938030717302
"100",100,3.95846150711351,45.5702165186754
"101",101,2.94627432893617,43.4720936407016
"102",102,2.25472205953631,41.4265696721853
"103",103,1.77161246653564,39.4486465890668
"104",104,1.42705781899127,37.5461019736986
"105",105,1.17666479884742,35.7223773334079
"106",106,0.991665119223246,33.9782917306769
"107",107,0.853047275866856,32.3130722308631
"108",108,0.74801094862596,30.7249831975614
"109",109,0.667786900069906,29.2117166615114
"110",110,0.606272262932776,27.770638030151
"111",111,0.559161039903065,26.3989426962051
"112",112,0.523380645380163,25.0937568216452
"113",113,0.496720908052941,23.8522025672032
"114",114,0.47758621248109,22.6714403265613
"115",115,0.464827781806774,21.5486958775503
"116",116,0.457629013112224,20.4812775161784
"117",117,0.455426547564606,19.4665864671865
"118",118,0.457855854401341,18.5021227440948
"119",119,0.464713973109249,17.5854879121073
"120",120,0.475934548164099,16.7143857384586
"121",121,0.491571921554181,15.8866214051599
"122",122,0.511792135753635,15.1000997519131
"123",123,0.536869439883116,14.3528228766195
"124",124,0.567187408074617,13.6428873247671
"125",125,0.603244150685653,12.9684810324291
"126",126,0.645661377561877,12.3278801411337
"127",127,0.695197292330831,11.7194457701514
"128",128,0.752763481126724,11.1416208086109
"129",129,0.819446124699231,10.5929267734456
"130",130,0.896532021701849,10.071960767567
"131",131,0.985540072547733,9.57739256453814
"132",132,1.08825904542855,9.10796184047411
"133",133,1.20679263593112,8.66247557030872
"134",134,1.34361304584553,8.23980560352046
"135",135,1.50162455197342,7.83888643364856
"136",136,1.68423881907912,7.45871317629503
"137",137,1.89546404017602,7.09833977175217
"138",138,2.14001037038815,6.75687743094687
"139",139,2.4234145667291,6.4334933471732
"140",140,2.75218726514997,6.12740970130703
"141",141,3.13398692869703,5.83790299518997
"142",142,3.57782519765717,5.5643037571084
"143",143,4.0943091752926,5.30599667544258
"144",144,4.69592710162775,5.06242123254279
"145",145,5.39738491129576,4.8330729319814
"146",146,6.21600234437223,4.6175052403006
"147",147,7.17217857925808,4.41533240168443
"148",148,8.28993877039305,4.22623333407187
"149",149,9.59757436878316,4.04995688293713
"150",150,11.1283916187962,3.88632880116463
"151",151,12.9215840539678,3.73526094996516
"152",152,15.0232459814766,3.59676339079538
"153",153,17.487544566201,3.4709602824127
"154",154,20.3780677531792,3.35811084091827
"155",155,23.7693632014258,3.25863710911128
"156",156,27.7486785518299,3.17316098264382
"157",157,32.41790402119,3.10255395761223
"158",158,37.8957018612436,3.04800455615005
"159",159,44.3197795141766,3.01111060027412
"160",160,51.8492178380424,2.99400682815737
"161",161,60.6666922832337,2.99954339899121
"162",162,70.9803069761124,3.03153860541846
"163",163,83.0245729631095,3.09514121597007
"164",164,97.059759778567,3.197356932888
"165",165,113.368364775956,3.34782378207605
"166",166,132.246664653827,3.55996990070427
"167",167,153.988056128231,3.85276555130521
"168",168,178.852868574244,4.25340715170325
"169",169,207.01610158613,4.80147086441442
"170",170,238.479504101051,5.55537910142415
"171",171,272.926964389251,6.60245419955392
"172",172,309.492479445068,8.07431927177954
"173",173,346.401564421541,10.1695443994447
"174",174,380.454416411629,13.1838132688944
"175",175,406.386899860984,17.5404625887468
"176",176,416.382137697497,23.7916536728779
"177",177,400.594369080282,32.5084906049054
"178",178,350.486060060095,43.9057843582845
"179",179,266.699618336281,57.0988605139535
"180",180,167.757098938458,69.4721617947638
"181",181,84.764035529422,77.6530020246983
"182",182,35.8950244094283,80.3525337460512
"183",183,14.2314676895748,79.2191632189226
"184",184,5.80371161003725,76.3856100197217
"185",185,2.53125341493234,73.0096495704469
"186",186,1.18944484993674,69.5439730167227
"187",187,0.600146614435281,66.1494930864355
"188",188,0.323181994097995,62.8817178264361
"189",189,0.184596003323043,59.7579541740738
"190",190,0.111204408914696,56.7810875448774
"191",191,0.0703022179180182,53.9483474749115
"192",192,0.0464357766966399,51.2547227896464
"193",193,0.0319224034148859,48.6943667030262
"194",194,0.0227624719185992,46.2612028090928
"195",195,0.016784773003693,43.949195687968
"196",196,0.0127649548712574,41.752473580843
"197",197,0.00998826143528057,39.6653828702418
"198",198,0.00802403158195194,37.6825099149438
"199",199,0.00660518140189506,35.7986867848462
"200",200,0.00556164948063875,34.0089889024241
"201",201,0.00478251862210434,32.3087286033783
"202",202,0.00419385138450349,30.6934466903056
"203",203,0.00374538412243096,29.1589030795442
"204",204,0.00340234802070087,27.7010671368596
"205",205,0.00314033091539708,26.3161080286876
"206",206,0.00294198422232233,25.0003852685408
"207",207,0.00279487367666653,23.7504395558528
"208",208,0.00269005362876071,22.5629839575385
"209",209,0.00262110798580639,21.4348954552984
"210",210,0.00258349782643959,20.3632068657092
"211",211,0.00257411438495851,19.3450991307244
"212",212,0.00259097228244175,18.3778939706861
"213",213,0.00263300060005309,17.4590468887657
"214",214,0.00269990391071896,16.5861405140083
"215",215,0.0027920748364877,15.7568782692936
"216",216,0.0029105459706123,14.9690783502122
"217",217,0.00305697325797486,14.2206680008923
"218",218,0.00323364589167716,13.5096780730494
"219",219,0.00344351992002462,12.834237854912
"220",220,0.00369027436691231,12.1925701571201
"221",221,0.00397838994911877,11.5829866431932
"222",222,0.00431325156252196,11.0038833926712
"223",223,0.00470127670265387,10.4537366855549
"224",224,0.00515007295582987,9.93109899718585
"225",225,0.00566862870332508,9.43459519321092
"226",226,0.00626754227282522,8.9629189147675
"227",227,0.00695929599552816,8.51482914450231
"228",228,0.00775858303095438,8.08914694449356
"229",229,0.00868269645496081,7.6847523575871
"230",230,0.00975199202542824,7.3005814640798
"231",231,0.0109904383083269,6.93562358608803
"232",232,0.0124262705384655,6.58891863232678
"233",233,0.0140927677913464,6.25955457639592
"234",234,0.0160291768583916,5.94666506202525
"235",235,0.0182818107701017,5.64942712906998
"236",236,0.0209053553467906,5.36705905437422
"237",237,0.0239644236491597,5.0988183019322
"238",238,0.0275354059600158,4.84399957707749
"239",239,0.0317086722037692,4.60193297971844
"240",240,0.036591194800947,4.37198225191688
"241",241,0.0423096732186746,4.15354311537528
"242",242,0.0490142573432975,3.94604169465843
"243",243,0.0568829857808633,3.74893302222861
"244",244,0.0661270778990676,3.56169962162098
"245",245,0.076997245595561,3.38385016532826
"246",246,0.0897912232922896,3.21491820420409
"247",247,0.104862753567346,3.05446096543223
"248",248,0.122632312405823,2.90205821634811
"249",249,0.143599913788917,2.75731119164051
"250",250,0.168360400052613,2.6198415817079
"251",251,0.197621704295427,2.48929058019927
"252",252,0.232226666685057,2.36531798903626
"253",253,0.273179100899628,2.24760137949669
"254",254,0.321674943839237,2.13583530824588
"255",255,0.379139485578786,2.02973058753642
"256",256,0.447271872586322,1.92901360917042
"257",257,0.528098311811405,1.83342572224112
"258",258,0.624035683886214,1.74272266515781
"259",259,0.737967609361699,1.65667405303009
"260",260,0.873335413329978,1.575062922169
"261",261,1.03424691371444,1.4976853342887
"262",262,1.22560653211029,1.42435004400897
"263",263,1.45327091135286,1.35487823452647
"264",264,1.72423504235681,1.28910332792681
"265",265,2.04685487951587,1.2268708786617
"266",266,2.4311135889738,1.16803856137314
"267",267,2.88893996257857,1.11247626772348
"268",268,3.43458918362181,1.06006633148455
"269",269,4.08509809678579,1.01070390726636
"270",270,4.86082947006307,0.964297536511033
"271",271,5.78612250524186,0.920769945568863
"272",272,6.89007012924817,0.880059135994627
"273",273,8.20744746344892,0.842119848359784
"274",274,9.7798204120053,0.806925510355135
"275",275,11.656868628635,0.774470821414517
"276",276,13.8979633081426,0.744775184965732
"277",277,16.5740473878364,0.717887283910914
"278",278,19.769873886777,0.693891217578033
"279",279,23.5866672455058,0.672914798561791
"280",280,28.1452825202245,0.655140876071955
"281",281,33.5899477737934,0.64082295731595
"282",282,40.0926852318672,0.630307019118643
"283",283,47.858515269071,0.624062369079671
"284",284,57.1315513386907,0.622725949045139
"285",285,68.2020886111508,0.62716695112069
"286",286,81.4147653736378,0.638582699538974
"287",287,97.177817841819,0.658643625216655
"288",288,115.973325907843,0.689716994189802
"289",289,138.368103351898,0.735219918231663
"290",290,165.024414165955,0.800189907952333
"291",291,196.708788291333,0.89223128333606
"292",292,234.295448603393,1.02312945378991
"293",293,278.757392580521,1.21168755545547
"294",294,331.131202460815,1.48887004126373
"295",295,392.427329682262,1.90743786627208
"296",296,463.427488134755,2.56059672135447
"297",297,544.246476694672,3.61921779199013
"298",298,633.398306716793,5.40800343407192
"299",299,725.823765881554,8.56302348022809
"300",300,808.836059560352,14.350118255968
"301",301,854.5343404286,25.2395054475518
"302",302,809.760967110642,45.545554315542
"303",303,602.903039431334,80.1492887099085
"304",304,240.261149602967,124.464074045877
"305",305,0,148.144751858114
"306",306,0,140.737514265208
"307",307,0,133.700638551948
"308",308,0,127.01560662435
"309",309,0,120.664826293133
"310",310,0,114.631584978476
"311",311,0,108.900005729552
"312",312,0,103.455005443075
"313",313,0,98.282255170921
"314",314,0,93.368142412375
"315",315,0,88.6997352917562
"316",316,0,84.2647485271684
"317",317,0,80.05151110081
"318",318,0,76.0489355457695
"319",319,0,72.246488768481
"320",320,0,68.634164330057
"321",321,0,65.2024561135541
"322",322,0,61.9423333078764
"323",323,0,58.8452166424826
"324",324,0,55.9029558103585
"325",325,0,53.1078080198405
"326",326,0,50.4524176188485
"327",327,0,47.9297967379061
"328",328,0,45.5333069010108
"329",329,0,43.2566415559603
"330",330,0,41.0938094781622
"331",331,0,39.0391190042541
"332",332,0,37.0871630540414
"333",333,0,35.2328049013393
"334",334,0,33.4711646562724
"335",335,0,31.7976064234588
"336",336,0,30.2077261022858
"337",337,0,28.6973397971715
"338",338,0,27.262472807313
"339",339,0,25.8993491669473
"340",340,0,24.6043817085999
"341",341,0,23.3741626231699
"342",342,0,22.2054544920114
"343",343,0,21.0951817674109
"344",344,0,20.0404226790403
"345",345,0,19.0384015450883
"346",346,0,18.0864814678339
"347",347,0,17.1821573944422
"348",348,0,16.3230495247201
"349",349,0,15.5068970484841
"350",350,0,14.7315521960599
"351",351,0,13.9949745862569
"352",352,0,13.295225856944
"353",353,0,12.6304645640968
"354",354,0,11.998941335892
"355",355,0,11.3989942690974
"356",356,0,10.8290445556425
"357",357,0,10.2875923278604
"358",358,0,9.77321271146739
"359",359,0,9.28455207589402
"360",360,0,8.82032447209932
"361",361,0,8.37930824849435
"362",362,0,7.96034283606963
"363",363,0,7.56232569426615
"364",364,0,7.18420940955284
"365",365,0,6.8249989390752
"366",366,0,6.48374899212144
"367",367,0,6.15956154251537
"368",368,0,5.8515834653896
"369",369,0,5.55900429212012
"370",370,0,5.28105407751411
"371",371,0,5.01700137363841
"372",372,0,4.76615130495649
"373",373,0,4.52784373970866
"374",374,0,4.30145155272323
"375",375,0,4.08637897508707
"376",376,0,3.88206002633272
"377",377,0,3.68795702501608
"378",378,0,3.50355917376528
"379",379,0,3.32838121507701
"380",380,0,3.16196215432316
"381",381,0,3.003864046607
"382",382,0,2.85367084427665
"383",383,0,2.71098730206282
"384",384,0,2.57543793695968
"385",385,0,2.4466660401117
"386",386,0,2.32433273810611
"387",387,0,2.20811610120081
"388",388,0,2.09771029614077
"389",389,0,1.99282478133373
"390",390,0,1.89318354226704
"391",391,0,1.79852436515369
"392",392,0,1.708598146896
"393",393,0,1.6231682395512
"394",394,0,1.54200982757364
"395",395,0,1.46490933619496
"396",396,0,1.39166386938521
"397",397,0,1.32208067591595
"398",398,0,1.25597664212016
"399",399,0,1.19317781001415
"400",400,0,1.13351891951344
"401",401,0,1.07684297353777
"402",402,0,1.02300082486088
"403",403,0,0.971850783617836
"404",404,0,0.923258244436944
"405",405,0,0.877095332215097
"406",406,0,0.833240565604342
"407",407,0,0.791578537324125
"408",408,0,0.751999610457919
"409",409,0,0.714399629935023
"410",410,0,0.678679648438271
"411",411,0,0.644745666016358
"412",412,0,0.61250838271554
"413",413,0,0.581882963579763
"414",414,0,0.552788815400775
"415",415,0,0.525149374630736
"416",416,0,0.498891905899199
"417",417,0,0.473947310604239
"418",418,0,0.450249945074027
"419",419,0,0.427737447820326
"420",420,0,0.40635057542931
"421",421,0,0.386033046657844
"422",422,0,0.366731394324952
"423",423,0,0.348394824608704
"424",424,0,0.330975083378269
"425",425,0,0.314426329209356
"426",426,0,0.298705012748888
"427",427,0,0.283769762111444
"428",428,0,0.269581274005871
"429",429,0,0.256102210305578
"430",430,0,0.243297099790299
"431",431,0,0.231132244800784
"432",432,0,0.219575632560745
"433",433,0,0.208596850932708
"434",434,0,0.198167008386072
"435",435,0,0.188258657966769
"436",436,0,0.17884572506843
"437",437,0,0.169903438815009
"438",438,0,0.161408266874258
"439",439,0,0.153337853530545
"440",440,0,0.145670960854018
"441",441,0,0.138387412811317
"442",442,0,0.131468042170751
"443",443,0,0.124894640062214
"444",444,0,0.118649908059103
"445",445,0,0.112717412656148
"446",446,0,0.107081542023341
"447",447,0,0.101727464922173
"448",448,0,0.0966410916760648
"449",449,0,0.0918090370922616
"450",450,0,0.0872185852376485
"451",451,0,0.0828576559757661
"452",452,0,0.0787147731769778
"453",453,0,0.0747790345181289
"454",454,0,0.0710400827922224
"455",455,0,0.0674880786526113
"456",456,0,0.0641136747199807
"457",457,0,0.0609079909839817
"458",458,0,0.0578625914347826
"459",459,0,0.0549694618630435
"460",460,0,0.0522209887698913
"461",461,0,0.0496099393313967
"462",462,0,0.0471294423648269
"463",463,0,0.0447729702465856
"464",464,0,0.0425343217342563
"465",465,0,0.0404076056475435
"466",466,0,0.0383872253651663
"467",467,0,0.036467864096908
"468",468,0,0.0346444708920626
"469",469,0,0.0329122473474595
"470",470,0,0.0312666349800865
"471",471,0,0.0297033032310822
"472",472,0,0.0282181380695281
"473",473,0,0.0268072311660517
"474",474,0,0.0254668696077491
"475",475,0,0.0241935261273616
"476",476,0,0.0229838498209935
"477",477,0,0.0218346573299439
"478",478,0,0.0207429244634467
"479",479,0,0.0197057782402743
"480",480,0,0.0187204893282606
"481",481,0,0.0177844648618476
"482",482,0,0.0168952416187552
"483",483,0,0.0160504795378174
"484",484,0,0.0152479555609266
"485",485,0,0.0144855577828802
"486",486,0,0.0137612798937362
"487",487,0,0.0130732158990494
"488",488,0,0.012419555104097
"489",489,0,0.0117985773488921
"490",490,0,0.0112086484814475
"491",491,0,0.0106482160573751
"492",492,0,0.0101158052545064
"493",493,0,0.00961001499178105
"494",494,0,0.009129514242192
"495",495,0,0.0086730385300824
"496",496,0,0.00823938660357828
"497",497,0,0.00782741727339936
"498",498,0,0.00743604640972939
"499",499,0,0.00706424408924292
"500",500,0,0.00671103188478078
"501",501,0,0.00637548029054174
"502",502,0,0.00605670627601465
"503",503,0,0.00575387096221392
"504",504,0,0.00546617741410322
"505",505,0,0.00519286854339806
"506",506,0,0.00493322511622816
"507",507,0,0.00468656386041675
"508",508,0,0.00445223566739591
"509",509,0,0.00422962388402612
"510",510,0,0.00401814268982481
"511",511,0,0.00381723555533357
"512",512,0,0.00362637377756689
"513",513,0,0.00344505508868855
"514",514,0,0.00327280233425412
"515",515,0,0.00310916221754141
"516",516,0,0.00295370410666434
"517",517,0,0.00280601890133113
"518",518,0,0.00266571795626457
"519",519,0,0.00253243205845134
"520",520,0,0.00240581045552877
"521",521,0,0.00228551993275234
"522",522,0,0.00217124393611472
"523",523,0,0.00206268173930898
"524",524,0,0.00195954765234353
"525",525,0,0.00186157026972636
"526",526,0,0.00176849175624004
"527",527,0,0.00168006716842804
"528",528,0,0.00159606381000664
"529",529,0,0.0015162606195063
"530",530,0,0.00144044758853099
"531",531,0,0.00136842520910444
"532",532,0,0.00130000394864922
"533",533,0,0.00123500375121676
"534",534,0,0.00117325356365592
"535",535,0,0.00111459088547312
"536",536,0,0.00105886134119947
"537",537,0,0.00100591827413949
"538",538,0,0.000955622360432519
"539",539,0,0.000907841242410893
"540",540,0,0.000862449180290348
"541",541,0,0.000819326721275831
"542",542,0,0.000778360385212039
"543",543,0,0.000739442365951437
"544",544,0,0.000702470247653865
"545",545,0,0.000667346735271172
"546",546,0,0.000633979398507613
"547",547,0,0.000602280428582233
"548",548,0,0.000572166407153121
"549",549,0,0.000543558086795465
"550",550,0,0.000516380182455692
"551",551,0,0.000490561173332907
"552",552,0,0.000466033114666262
"553",553,0,0.000442731458932949
"554",554,0,0.000420594885986301
"555",555,0,0.000399565141686986
"556",556,0,0.000379586884602637
"557",557,0,0.000360607540372505
"558",558,0,0.00034257716335388
"559",559,0,0.000325448305186186
"560",560,0,0.000309175889926877
"561",561,0,0.000293717095430533
"562",562,0,0.000279031240659006
"563",563,0,0.000265079678626056
"564",564,0,0.000251825694694753
"565",565,0,0.000239234409960015
"566",566,0,0.000227272689462015
"567",567,0,0.000215909054988914
"568",568,0,0.000205113602239468
"569",569,0,0.000194857922127495
"570",570,0,0.00018511502602112
"571",571,0,0.000175859274720064
"572",572,0,0.000167066310984061
"573",573,0,0.000158712995434858
"574",574,0,0.000150777345663115
"575",575,0,0.000143238478379959
"576",576,0,0.000136076554460961
"577",577,0,0.000129272726737913
"578",578,0,0.000122809090401017
"579",579,0,0.000116668635880967
"580",580,0,0.000110835204086918
"581",581,0,0.000105293443882572
"582",582,0,0.000100028771688444
"583",583,0,9.50273331040216e-05
"584",584,0,9.02759664488205e-05
"585",585,0,8.57621681263795e-05
"586",586,0,8.14740597200605e-05
"587",587,0,7.74003567340575e-05
"588",588,0,7.35303388973546e-05
"589",589,0,6.98538219524869e-05
"590",590,0,6.63611308548625e-05
"591",591,0,6.30430743121194e-05
"592",592,0,5.98909205965134e-05
"593",593,0,5.68963745666878e-05
"594",594,0,5.40515558383534e-05
"595",595,0,5.13489780464357e-05
"596",596,0,4.87815291441139e-05
"597",597,0,4.63424526869082e-05
"598",598,0,4.40253300525628e-05
"599",599,0,4.18240635499347e-05
"600",600,0,3.97328603724379e-05
"601",601,0,3.7746217353816e-05
"602",602,0,3.58589064861252e-05
"603",603,0,3.4065961161819e-05
"604",604,0,3.2362663103728e-05
"605",605,0,3.07445299485416e-05
"606",606,0,2.92073034511145e-05
"607",607,0,2.77469382785588e-05
"608",608,0,2.63595913646309e-05
"609",609,0,2.50416117963993e-05
"610",610,0,2.37895312065794e-05
"611",611,0,2.26000546462504e-05
"612",612,0,2.14700519139379e-05
"613",613,0,2.0396549318241e-05
"614",614,0,1.93767218523289e-05
"615",615,0,1.84078857597125e-05
"616",616,0,1.74874914717269e-05
"617",617,0,1.66131168981405e-05
"618",618,0,1.57824610532335e-05
"619",619,0,1.49933380005718e-05
"620",620,0,1.42436711005432e-05
"621",621,0,1.35314875455161e-05
"622",622,0,1.28549131682403e-05
"623",623,0,1.22121675098282e-05
"624",624,0,1.16015591343368e-05
"625",625,0,1.102148117762e-05
"626",626,0,1.0470407118739e-05
"627",627,0,9.94688676280204e-06
"628",628,0,9.44954242466194e-06
"629",629,0,8.97706530342884e-06
"630",630,0,8.5282120382574e-06
"631",631,0,8.10180143634453e-06
"632",632,0,7.69671136452731e-06
"633",633,0,7.31187579630094e-06
"634",634,0,6.94628200648589e-06
"635",635,0,6.5989679061616e-06
"636",636,0,6.26901951085352e-06
"637",637,0,5.95556853531084e-06
"638",638,0,5.6577901085453e-06
"639",639,0,5.37490060311804e-06
"640",640,0,5.10615557296213e-06
"641",641,0,4.85084779431403e-06
"642",642,0,4.60830540459833e-06
"643",643,0,4.37789013436841e-06
"644",644,0,4.15899562764999e-06
"645",645,0,3.95104584626749e-06
"646",646,0,3.75349355395412e-06
"647",647,0,3.56581887625641e-06
"648",648,0,3.38752793244359e-06
"649",649,0,3.21815153582141e-06
"650",650,0,3.05724395903034e-06
"651",651,0,2.90438176107882e-06
"652",652,0,2.75916267302488e-06
"653",653,0,2.62120453937364e-06
"654",654,0,2.49014431240496e-06
"655",655,0,2.36563709678471e-06
"656",656,0,2.24735524194547e-06
"657",657,0,2.1349874798482e-06
"658",658,0,2.02823810585579e-06
"659",659,0,1.926826200563e-06
"660",660,0,1.83048489053485e-06
"661",661,0,1.73896064600811e-06
"662",662,0,1.6520126137077e-06
"663",663,0,1.56941198302232e-06
"664",664,0,1.4909413838712e-06
"665",665,0,1.41639431467764e-06
"666",666,0,1.34557459894376e-06
"667",667,0,1.27829586899657e-06
"668",668,0,1.21438107554674e-06
"669",669,0,1.1536620217694e-06
"670",670,0,1.09597892068093e-06
"671",671,0,1.04117997464689e-06
"672",672,0,9.89120975914544e-07
"673",673,0,9.39664927118816e-07
"674",674,0,8.92681680762876e-07
"675",675,0,8.48047596724732e-07
"676",676,0,8.05645216888495e-07
"677",677,0,7.6536295604407e-07
"678",678,0,7.27094808241867e-07
"679",679,0,6.90740067829774e-07
"680",680,0,6.56203064438285e-07
"681",681,0,6.23392911216371e-07
"682",682,0,5.92223265655552e-07
"683",683,0,5.62612102372775e-07
"684",684,0,5.34481497254136e-07
"685",685,0,5.07757422391429e-07
"686",686,0,4.82369551271857e-07
"687",687,0,4.58251073708265e-07
"688",688,0,4.35338520022851e-07
"689",689,0,4.13571594021709e-07
"690",690,0,3.92893014320623e-07
"691",691,0,3.73248363604592e-07
"692",692,0,3.54585945424363e-07
"693",693,0,3.36856648153144e-07
"694",694,0,3.20013815745487e-07
"695",695,0,3.04013124958213e-07
"696",696,0,2.88812468710302e-07
"697",697,0,2.74371845274787e-07
"698",698,0,2.60653253011048e-07
"699",699,0,2.47620590360495e-07
"700",700,0,2.35239560842471e-07
"701",701,0,2.23477582800347e-07
"702",702,0,2.1230370366033e-07
"703",703,0,2.01688518477313e-07
"704",704,0,1.91604092553448e-07
"705",705,0,1.82023887925775e-07
"706",706,0,1.72922693529486e-07
"707",707,0,1.64276558853012e-07
"708",708,0,1.56062730910361e-07
"709",709,0,1.48259594364843e-07
"710",710,0,1.40846614646601e-07
"711",711,0,1.33804283914271e-07
"712",712,0,1.27114069718558e-07
"713",713,0,1.2075836623263e-07
"714",714,0,1.14720447920998e-07
"715",715,0,1.08984425524948e-07
"716",716,0,1.03535204248701e-07
"717",717,0,9.83584440362659e-08
"718",718,0,9.34405218344526e-08
"719",719,0,8.876849574273e-08
"720",720,0,8.43300709555935e-08
"721",721,0,8.01135674078138e-08
"722",722,0,7.61078890374231e-08
"723",723,0,7.23024945855519e-08
"724",724,0,6.86873698562743e-08
"725",725,0,6.52530013634606e-08
"726",726,0,6.19903512952876e-08
"727",727,0,5.88908337305232e-08
"728",728,0,5.5946292043997e-08
"729",729,0,5.31489774417972e-08
"730",730,0,5.04915285697073e-08
"731",731,0,4.7966952141222e-08
"732",732,0,4.55686045341609e-08
"733",733,0,4.32901743074528e-08
"734",734,0,4.11256655920802e-08
"735",735,0,3.90693823124762e-08
"736",736,0,3.71159131968524e-08
"737",737,0,3.52601175370097e-08
"738",738,0,3.34971116601593e-08
"739",739,0,3.18222560771513e-08
"740",740,0,3.02311432732937e-08
"741",741,0,2.8719586109629e-08
"742",742,0,2.72836068041476e-08
"743",743,0,2.59194264639402e-08
"744",744,0,2.46234551407432e-08
"745",745,0,2.3392282383706e-08
"746",746,0,2.22226682645207e-08
"747",747,0,2.11115348512947e-08
"748",748,0,2.005595810873e-08
"749",749,0,1.90531602032935e-08
"750",750,0,1.81005021931288e-08
"751",751,0,1.71954770834724e-08
"752",752,0,1.63357032292987e-08
"753",753,0,1.55189180678338e-08
"754",754,0,1.47429721644421e-08
"755",755,0,1.400582355622e-08
"756",756,0,1.3305532378409e-08
"757",757,0,1.26402557594886e-08
"758",758,0,1.20082429715141e-08
"759",759,0,1.14078308229384e-08
"760",760,0,1.08374392817915e-08
"761",761,0,1.02955673177019e-08
"762",762,0,9.78078895181683e-09
"763",763,0,9.29174950422599e-09
"764",764,0,8.82716202901469e-09
"765",765,0,8.38580392756395e-09
"766",766,0,7.96651373118575e-09
"767",767,0,7.56818804462647e-09
"768",768,0,7.18977864239514e-09
